CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,CHAS_cat
0.4038529963731414,-0.06702173431379685,0.03223130818692043,-0.8698240933956514,-0.7769646595877928,0.046866030633685954,-0.2578907015360797,-0.32273865829933496,-0.9504330443999494,0.5641644848181392,0.0005329864114007433,3.6647368934329148,-3.727397308170855e-05
0.22828212778249765,-0.030000395450664512,-0.00214509896503285,0.5535082987407034,-2.8792096541302925,-0.3602143951633557,-0.4054821980610959,-0.2955370773376504,0.25143850193547934,0.1773339922279239,0.040191353955851356,1.7923829173895345,-0.0028657325428271124
0.7271428102941938,-0.005762825151253199,-0.008353006541424412,0.8256067321576128,7.5703767635455055,0.17138418731822497,-0.2747729314129982,-0.01525209645355851,0.24242868871155204,0.09849143034718558,0.0028254840268237052,2.835379286440016,-0.002659610619091938
0.41768142031420125,-0.023962709603208954,0.03981937119353354,1.4815911932612102,5.602070135538245,0.279366413796339,-0.6036048657514144,-0.005915843678349629,0.8174654405213301,-0.1155563457011164,0.002625649039851938,2.9824296514175335,-0.005456354458017254
0.8742656888201993,-0.019422610683669166,0.11372642999580831,0.9446952976044054,7.767756547925459,0.2361289310555815,-0.37783455410027605,0.00549148574310308,0.9013129296527399,-0.12749925729060219,0.027773804097642893,3.321343154930397,-0.001698251465562484
0.5779734577474257,-0.02172999292641,0.14755037263961857,0.4936735479071919,-2.102376512655711,0.17998619548253744,-0.4737934940928934,0.021529069205378084,2.472708637800992,-0.1259071992185465,-0.028300489332804636,5.024712468791285,-0.0013209383285352535
0.5126178361257631,0.01000049085951702,0.06010818864621192,0.572364527247223,-2.4901461569708876,0.4778575755180647,-0.13805403900987553,0.012797404348676085,-0.1376580901208811,0.75690072897036,0.10374693859162618,0.6204279518968436,-0.0005729188969934075
3.2556115295684465,0.09716792681926245,-0.03220183429977024,3.4424603250306625,-1.7655307266094709,-0.2662476754686992,0.5813608755307869,0.15619214925695535,-0.021009205230463027,0.5134334083740171,0.15672615254547764,-1.5648757493544354,0.010171380789474811
0.46919912230786553,0.014444321478489066,6.798870665131819e-05,1.5539002668789625,-3.246665205265567,-0.6288214292408126,-0.9311146175440455,0.007890228474262174,-0.012820452204290936,0.182197603026037,0.06738607406152712,-3.4985213756940534,-0.009692266387587793
0.8008768548953659,-1.6898090591235449e-06,-0.07185904082790624,1.052443615860212,-2.674788960802958,0.12749500150287515,-0.9310610311529145,0.014983025917866086,-0.0767167004140708,0.19179033448986638,-0.031717360760433626,-2.034767958542371,-0.0023222488726175913
0.10123990071915141,0.019970849378839233,-0.040541611395264146,1.2454006179079142,-2.3316096076405812,-0.5504378620959047,-1.4517657323992381,0.023363034784832037,-0.0077200170973107385,0.1769089363505698,-0.18689537572485596,-4.517792959016339,-0.010615538566536723
0.5049288119094453,-0.013719815592169905,-0.044296290138439824,0.5368077959372672,-3.155190663246653,-0.5061334930709898,-1.0344595016902878,0.021329702121001857,-0.13820993706665524,0.3303706489980879,0.09574206924493854,-0.2260760608407374,-9.672190474237527e-05
1.592696777142707,-0.08529767182997391,-0.03138490418009201,1.2848041330077842,-2.7484713516231234,0.9304007813632014,-0.23050970875178153,0.03185293597900964,-0.0853605391008794,0.2812585756006966,-0.11285273907623879,-1.6573397501913456,-0.0015293219857323353
0.43849524507261955,0.0006520147017394818,-0.040562752314256406,-0.1349288955373704,-3.0861033669245144,0.23790197041524913,-0.5361734323467348,-0.009214128880563353,-0.24169389065361876,-0.9842158716518196,0.0795465421594082,2.1361104946006693,7.708082557896507e-06
0.32151338134750646,-0.011011639548811313,-0.09998512939686456,-0.2046832946666969,-2.6822251023381556,-0.6160428497659544,-0.6102204269386199,-0.02441149033387279,-0.23140598344594912,-1.006015462120302,-0.04134665891749426,0.8776200858464756,-0.0008526023148964747
0.3726229493889699,-0.001192439639398009,-0.042453953392161126,-0.12842195924754193,-3.4754149830587857,0.23131568149910556,-0.5658775400132122,-0.009581909449777066,-0.22607187604913603,-0.8253691718866019,0.04468379758025172,1.9961536213349496,1.8770575509332818e-05
0.5292964084993187,-0.020068076583101887,0.1362153787848604,-0.15807368282178316,-2.8173138686942094,0.628087074752262,-0.3869435456264918,-0.023309086095958532,-0.1987241109490795,-0.7095563800089302,-0.04885409340035237,3.635387713200903,-0.0006734759331172597
0.4593825564874081,-0.003300556774574374,-0.19237043602987888,-0.3624407026515373,-2.4513315399231166,-0.003969616075531148,-0.08077972145304395,-0.04955734889717672,-0.15119077788045301,-0.5546887808760071,0.05816837605681287,-1.7057160394465722,0.007388766466570723
0.38919269287579156,-0.003078235712424778,-0.1250688698123231,-0.18544761674065718,-3.3369571062221395,0.8047800782950549,0.10587079993458859,-0.028259091778473043,-0.18412632869218,-0.5965805241780303,-0.25339019052873535,1.0762016832623056,0.0024977495224431955
0.2988705794208401,-0.0047346419477757185,-0.1984201923624438,-0.3587441028343993,-3.4380461615052096,-0.11558438859829565,-0.16052299471209905,-0.03487209739062383,-0.21415530369372823,-0.6317216088821084,-0.12029477642322356,0.6447944504584836,0.0053638845173698746
0.2440236539927678,-0.0045857148050969555,-0.16216807023923116,-0.18947196235391886,-3.230635519416527,-0.5234723102008444,0.0882129238284517,-0.13270093874625952,-0.012696920683237321,-0.8093990234217682,0.01135260854017562,-4.20681208210354,-0.004597161362972206
0.33626976161883193,-0.004700489152391657,-0.10494973659479775,-0.23173713578549435,-2.580612219380276,-0.6354402470949704,-0.15475410536751713,-0.012718284050283742,-0.1967760605069086,-0.7947213674113556,0.10780526597967312,1.3310568400075915,-0.0020770972604044137
